,User ID,Date,Date Week,Year Week,Month,Day,Hour,Question ID,Bundle ID,Q Cat.,User answer,Correct answer,Result,Answer duration,Class
8644090,U338330,2018-12-08,2018-12 W49,2018 W49,12,8,5,729,b729,2,2,2,Correct,0.2166666666666666,Class #13
5680425,U10988,2019-09-29,2019-09 W38,2019 W38,9,29,15,8890,b6241,5,2,2,Correct,0.4,Class #9
4336025,U7528,2019-08-07,2019-08 W31,2019 W31,8,7,16,402,b402,2,3,3,Correct,0.2666666666666666,Class #7
3462724,U5614,2019-09-02,2019-09 W35,2019 W35,9,2,15,4795,b3327,5,2,2,Correct,0.3833333333333333,Class #6
2800386,U4090,2019-08-14,2019-08 W32,2019 W32,8,14,12,1115,b1115,2,1,3,Incorrect,0.25,Class #5
12956784,U762529,2019-11-05,2019-11 W44,2019 W44,11,5,2,11952,b8571,6,4,2,Incorrect,0.5666666666666667,Class #20
558824,U712,2019-07-15,2019-07 W28,2019 W28,7,15,1,7080,b5245,7,1,1,Correct,0.66,Class #1
3115444,U4817,2019-08-14,2019-08 W32,2019 W32,8,14,9,3324,b2042,4,4,1,Incorrect,0.6277666666666667,Class #5
8814814,U351338,2019-01-11,2019-01 W01,2019 W01,1,11,6,1477,b1426,3,3,2,Incorrect,0.6,Class #13
2294172,U3216,2019-07-21,2019-07 W28,2019 W28,7,21,15,7330,b5320,7,2,2,Correct,1.0666666666666669,Class #4
9563646,U396265,2019-11-18,2019-11 W46,2019 W46,11,18,6,10713,b7942,6,4,4,Correct,0.4333333333333333,Class #14
12362941,U744692,2019-11-09,2019-11 W44,2019 W44,11,9,1,8591,b5942,5,1,1,Correct,0.2666666666666666,Class #19
8470849,U326189,2019-04-17,2019-04 W15,2019 W15,4,17,20,176,b176,1,1,4,Incorrect,0.4333333333333333,Class #13
9990202,U430623,2019-03-05,2019-03 W09,2019 W09,3,5,1,1856,b1552,3,2,2,Correct,0.4333333333333333,Class #15
2750575,U4022,2019-08-08,2019-08 W31,2019 W31,8,8,4,6835,b5185,6,2,2,Correct,0.7791666666666667,Class #5
7947710,U281782,2018-12-05,2018-12 W49,2018 W49,12,5,10,7571,b5382,7,4,4,Correct,0.6958333333333333,Class #12
7420266,U256434,2018-11-12,2018-11 W46,2018 W46,11,12,5,6598,b5096,6,3,2,Incorrect,0.6916666666666667,Class #11
8921412,U358467,2019-05-10,2019-05 W18,2019 W18,5,10,8,6814,b5180,6,1,1,Correct,0.2666666666666666,Class #13
13194404,U794082,2019-11-01,2019-11 W43,2019 W43,11,1,14,3260,b2020,4,4,4,Correct,0.5444333333333333,Class #20
460260,U570,2019-08-14,2019-08 W32,2019 W32,8,14,14,5509,b4041,5,1,1,Correct,0.4166666666666667,Class #1
9016732,U367224,2018-12-19,2018-12 W51,2018 W51,12,19,5,6929,b5209,6,3,3,Correct,0.6541666666666667,Class #14
4977779,U9028,2019-03-21,2019-03 W11,2019 W11,3,21,6,6945,b5213,6,3,3,Correct,0.6916666666666667,Class #8
12938828,U762365,2019-11-12,2019-11 W45,2019 W45,11,12,8,5233,b3765,5,1,1,Correct,0.35,Class #20
10722754,U505511,2019-03-08,2019-03 W09,2019 W09,3,8,6,10873,b7982,6,1,1,Correct,0.2375,Class #16
1500920,U1802,2019-06-20,2019-06 W24,2019 W24,6,20,9,5486,b4018,5,3,3,Correct,0.3166666666666666,Class #3
11054530,U534414,2019-06-15,2019-06 W23,2019 W23,6,15,5,1681,b1494,3,3,3,Correct,0.4111166666666667,Class #17
10901808,U522326,2019-03-06,2019-03 W09,2019 W09,3,6,2,8094,b5565,1,4,4,Correct,0.35,Class #16
6697794,U15915,2019-11-07,2019-11 W44,2019 W44,11,7,0,17890,b11953,2,1,1,Correct,0.3333333333333333,Class #10
4442473,U7640,2019-11-16,2019-11 W45,2019 W45,11,16,15,17697,b11788,3,2,2,Correct,0.4166666666666667,Class #7
2431716,U3415,2019-07-23,2019-07 W29,2019 W29,7,23,8,2755,b1852,4,2,4,Incorrect,0.4611166666666667,Class #4
7994099,U283285,2018-12-01,2018-12 W48,2018 W48,12,1,13,2079,b1627,3,2,2,Correct,0.4611166666666667,Class #12
9803265,U417293,2019-03-29,2019-03 W12,2019 W12,3,29,12,3517,b2106,4,2,2,Correct,0.4166666666666667,Class #15
9431985,U391513,2019-06-20,2019-06 W24,2019 W24,6,20,13,366,b366,2,2,1,Incorrect,0.45,Class #14
1486223,U1773,2019-07-19,2019-07 W28,2019 W28,7,19,13,7557,b5377,7,1,2,Incorrect,1.0083333333333333,Class #3
9893680,U421976,2019-03-11,2019-03 W10,2019 W10,3,11,3,10731,b7946,6,1,1,Correct,0.7166666666666667,Class #15
4691100,U8195,2019-05-02,2019-05 W17,2019 W17,5,2,16,4001,b2533,5,2,2,Correct,0.55,Class #7
9626758,U401798,2019-01-08,2019-01 W01,2019 W01,1,8,5,1539,b1447,3,3,3,Correct,0.3833333333333333,Class #14
6344046,U13588,2019-01-03,2019-01 W00,2019 W00,1,3,12,2711,b1837,4,4,2,Incorrect,0.5722166666666667,Class #10
3608955,U5924,2019-08-14,2019-08 W32,2019 W32,8,14,7,1753,b1518,3,4,4,Correct,0.4666666666666667,Class #6
5988022,U12079,2018-10-28,2018-10 W43,2018 W43,10,28,2,8140,b5611,1,2,2,Correct,0.3666666666666665,Class #9
6875270,U17645,2018-12-12,2018-12 W50,2018 W50,12,12,2,5248,b3780,5,1,1,Correct,0.15,Class #11
5767238,U11284,2019-08-27,2019-08 W34,2019 W34,8,27,4,2167,b1656,3,1,1,Correct,0.45555,Class #9
11578194,U592756,2019-06-18,2019-06 W24,2019 W24,6,18,8,1816,b1539,3,1,1,Correct,0.0388833333333333,Class #17
2473647,U3511,2019-11-20,2019-11 W46,2019 W46,11,20,3,17235,b11472,5,2,2,Correct,0.8166666666666667,Class #4
1875456,U2468,2019-08-06,2019-08 W31,2019 W31,8,6,18,5293,b3825,5,4,4,Correct,0.3333333333333333,Class #3
12113365,U680588,2019-10-31,2019-10 W43,2019 W43,10,31,16,9347,b6698,5,4,4,Correct,0.4166666666666667,Class #18
3553475,U5746,2019-09-08,2019-09 W35,2019 W35,9,8,8,10642,b7922,6,2,2,Correct,0.5291666666666667,Class #6
3547298,U5736,2019-08-29,2019-08 W34,2019 W34,8,29,19,10631,b7919,6,1,2,Incorrect,0.2958333333333333,Class #6
2970370,U4477,2019-07-24,2019-07 W29,2019 W29,7,24,5,2237,b1679,3,4,4,Correct,0.3944333333333333,Class #5
10876670,U521239,2019-03-25,2019-03 W12,2019 W12,3,25,15,1043,b1043,2,3,2,Incorrect,0.2833333333333333,Class #16
5591298,U10762,2019-06-12,2019-06 W23,2019 W23,6,12,4,5930,b4462,5,1,1,Correct,0.2166666666666666,Class #9
4612348,U7939,2018-09-29,2018-09 W39,2018 W39,9,29,16,8155,b5626,1,4,4,Correct,0.65,Class #7
3071942,U4691,2019-08-01,2019-08 W30,2019 W30,8,1,16,7298,b5312,7,4,4,Correct,1.4611,Class #5
6089309,U12418,2019-07-04,2019-07 W26,2019 W26,7,4,6,4187,b2719,5,4,4,Correct,0.3166666666666666,Class #9
11567389,U591266,2019-10-09,2019-10 W40,2019 W40,10,9,17,597,b597,2,1,1,Correct,0.3333333333333333,Class #17
4434853,U7605,2019-03-28,2019-03 W12,2019 W12,3,28,21,5839,b4371,5,3,3,Correct,0.3333333333333333,Class #7
13075624,U780682,2019-11-20,2019-11 W46,2019 W46,11,20,17,9538,b6889,5,3,2,Incorrect,0.2,Class #20
3838708,U6677,2019-10-01,2019-10 W39,2019 W39,10,1,22,2742,b1848,4,3,3,Correct,0.45555,Class #6
8001503,U283621,2018-12-18,2018-12 W51,2018 W51,12,18,17,5654,b4186,5,1,1,Correct,0.0666666666666666,Class #12
5892129,U11750,2019-10-15,2019-10 W41,2019 W41,10,15,20,2856,b1886,4,1,1,Correct,1.1277666666666666,Class #9
4025139,U7039,2019-10-28,2019-10 W43,2019 W43,10,28,5,17175,b11412,5,4,4,Correct,0.3,Class #7
5885819,U11664,2019-07-21,2019-07 W28,2019 W28,7,21,2,6385,b4917,5,4,4,Correct,0.25,Class #9
9922483,U424165,2019-07-02,2019-07 W26,2019 W26,7,2,11,6367,b4899,5,1,4,Incorrect,0.25,Class #15
13121400,U791298,2019-11-17,2019-11 W45,2019 W45,11,17,22,5442,b3974,5,2,2,Correct,0.2833333333333333,Class #20
109459,U204,2018-11-21,2018-11 W47,2018 W47,11,21,4,8659,b6010,5,3,3,Correct,0.1833333333333332,Class #1
9688791,U408317,2019-05-02,2019-05 W17,2019 W17,5,2,9,7439,b5348,7,4,4,Correct,0.5277666666666667,Class #14
4765539,U8410,2019-06-09,2019-06 W22,2019 W22,6,9,8,6710,b5124,6,3,3,Correct,0.5,Class #7
8311813,U312998,2018-11-22,2018-11 W47,2018 W47,11,22,16,1368,b1368,2,2,2,Correct,0.3166666666666666,Class #13
5712846,U11121,2019-09-15,2019-09 W36,2019 W36,9,15,14,7636,b5398,7,3,3,Correct,0.6666666666666666,Class #9
5300907,U9869,2019-10-15,2019-10 W41,2019 W41,10,15,3,11547,b8470,6,4,4,Correct,0.7,Class #8
682810,U885,2019-05-21,2019-05 W20,2019 W20,5,21,1,5535,b4067,5,3,3,Correct,0.3,Class #1
12855809,U759767,2019-10-08,2019-10 W40,2019 W40,10,8,15,3414,b2072,4,2,2,Correct,0.4333333333333333,Class #19
7706471,U268793,2018-10-09,2018-10 W41,2018 W41,10,9,10,6501,b5033,5,3,3,Correct,0.2833333333333333,Class #12
344887,U418,2019-07-30,2019-07 W30,2019 W30,7,30,5,3213,b2005,4,2,2,Correct,0.40555,Class #1
4637112,U7971,2019-04-23,2019-04 W16,2019 W16,4,23,15,2988,b1930,4,3,3,Correct,0.80555,Class #7
1773430,U2327,2019-07-12,2019-07 W27,2019 W27,7,12,17,4812,b3344,5,2,2,Correct,0.0666666666666666,Class #3
8188373,U298047,2019-03-16,2019-03 W10,2019 W10,3,16,8,2670,b1824,4,3,2,Incorrect,0.40555,Class #12
5583573,U10743,2019-07-15,2019-07 W28,2019 W28,7,15,15,17357,b11594,5,4,3,Incorrect,0.6833333333333333,Class #9
980440,U1272,2019-04-05,2019-04 W13,2019 W13,4,5,7,6635,b5105,6,2,1,Incorrect,0.2125,Class #2
8369303,U317691,2018-11-27,2018-11 W48,2018 W48,11,27,7,6978,b5221,6,1,1,Correct,0.4125,Class #13
12317486,U709308,2019-11-07,2019-11 W44,2019 W44,11,7,11,7855,b5467,7,4,4,Correct,1.7033333333333334,Class #18
3546099,U5736,2019-09-01,2019-09 W34,2019 W34,9,1,12,6780,b5171,6,2,2,Correct,0.3625,Class #6
9136101,U374809,2019-01-17,2019-01 W02,2019 W02,1,17,12,8958,b6309,5,3,3,Correct,0.2333333333333333,Class #14
1260185,U1501,2019-07-23,2019-07 W29,2019 W29,7,23,13,10771,b7956,6,2,2,Correct,0.6166666666666667,Class #2
12507889,U750273,2019-10-10,2019-10 W40,2019 W40,10,10,0,10131,b7482,5,1,1,Correct,0.9833333333333332,Class #19
7593256,U262409,2018-12-06,2018-12 W49,2018 W49,12,6,11,10742,b7949,6,2,2,Correct,0.3458333333333333,Class #12
4570204,U7892,2019-04-16,2019-04 W15,2019 W15,4,16,13,17210,b11447,5,1,1,Correct,0.1666666666666666,Class #7
4030439,U7053,2019-10-05,2019-10 W39,2019 W39,10,5,10,4027,b2559,5,1,1,Correct,0.4,Class #7
10137547,U448810,2019-02-09,2019-02 W05,2019 W05,2,9,15,9057,b6408,5,3,3,Correct,0.7,Class #15
12383587,U745927,2019-10-05,2019-10 W39,2019 W39,10,5,2,3580,b2127,4,3,3,Correct,0.4222166666666667,Class #19
12500478,U749862,2019-11-12,2019-11 W45,2019 W45,11,12,18,8056,b5527,1,4,4,Correct,0.35,Class #19
5975052,U12017,2019-05-24,2019-05 W20,2019 W20,5,24,23,6818,b5181,6,1,1,Correct,1.2291666666666667,Class #9
5846115,U11545,2019-07-22,2019-07 W29,2019 W29,7,22,8,4327,b2859,5,3,3,Correct,0.35,Class #9
1335192,U1586,2019-03-17,2019-03 W10,2019 W10,3,17,10,2613,b1805,4,3,3,Correct,0.4166666666666667,Class #2
9525502,U395320,2019-04-22,2019-04 W16,2019 W16,4,22,15,1210,b1210,2,2,2,Correct,0.2666666666666666,Class #14
9054514,U369607,2018-12-21,2018-12 W51,2018 W51,12,21,4,2177,b1659,3,2,2,Correct,0.3833333333333333,Class #14
3573579,U5790,2019-08-18,2019-08 W32,2019 W32,8,18,12,2911,b1904,4,1,1,Correct,0.40555,Class #6
4977923,U9030,2019-11-07,2019-11 W44,2019 W44,11,7,10,11090,b8143,1,1,1,Correct,0.35,Class #8
1289779,U1558,2019-06-24,2019-06 W25,2019 W25,6,24,9,8,b8,1,2,2,Correct,0.4,Class #2
4100055,U7283,2019-11-16,2019-11 W45,2019 W45,11,16,11,3532,b2111,4,4,4,Correct,0.05555,Class #7
8995458,U364618,2018-12-31,2018-12 W53,2018 W53,12,31,5,8699,b6050,5,1,2,Incorrect,0.8666666666666667,Class #14
5351904,U10076,2019-04-17,2019-04 W15,2019 W15,4,17,4,4395,b2927,5,4,3,Incorrect,0.65,Class #8
12926154,U762122,2019-10-26,2019-10 W42,2019 W42,10,26,10,4096,b2628,5,4,4,Correct,1.0,Class #20
5782133,U11304,2019-09-22,2019-09 W37,2019 W37,9,22,3,7212,b5288,7,1,2,Incorrect,0.9,Class #9
10531982,U491040,2019-02-16,2019-02 W06,2019 W06,2,16,8,4797,b3329,5,3,2,Incorrect,0.25,Class #16
5257925,U9854,2019-09-10,2019-09 W36,2019 W36,9,10,5,7236,b5296,7,4,4,Correct,0.25555,Class #8
2163162,U3064,2019-10-10,2019-10 W40,2019 W40,10,10,4,10304,b7655,5,1,3,Incorrect,0.0833333333333333,Class #4
5280172,U9857,2019-02-09,2019-02 W05,2019 W05,2,9,12,5735,b4267,5,4,4,Correct,0.4333333333333333,Class #8
4342719,U7528,2019-07-27,2019-07 W29,2019 W29,7,27,14,3983,b2515,5,3,3,Correct,0.1666666666666666,Class #7
5890126,U11667,2018-12-20,2018-12 W51,2018 W51,12,20,6,10637,b7920,6,1,3,Incorrect,0.7583333333333333,Class #9
563571,U712,2019-10-20,2019-10 W41,2019 W41,10,20,4,10695,b7937,4,2,2,Correct,0.4611166666666667,Class #1
12197854,U683859,2019-11-15,2019-11 W45,2019 W45,11,15,3,17816,b11879,2,2,2,Correct,0.3333333333333333,Class #18
3822884,U6646,2019-06-07,2019-06 W22,2019 W22,6,7,3,1360,b1360,2,2,3,Incorrect,0.3666666666666665,Class #6
11526732,U583399,2019-05-20,2019-05 W20,2019 W20,5,20,11,8653,b6004,5,2,2,Correct,0.1166666666666666,Class #17
1773153,U2327,2019-07-09,2019-07 W27,2019 W27,7,9,1,2439,b1747,3,3,3,Correct,0.4222166666666667,Class #3
6018711,U12162,2019-09-24,2019-09 W38,2019 W38,9,24,10,10976,b8029,1,2,1,Incorrect,0.4,Class #9
7835260,U276260,2018-11-19,2018-11 W47,2018 W47,11,19,15,5775,b4307,5,4,4,Correct,1.6166666666666667,Class #12
828639,U1087,2019-07-05,2019-07 W26,2019 W26,7,5,8,3082,b1961,4,2,2,Correct,0.25,Class #2
12140653,U681135,2019-11-17,2019-11 W45,2019 W45,11,17,4,1484,b1428,3,4,2,Incorrect,0.4888833333333333,Class #18
10310322,U468965,2019-02-21,2019-02 W07,2019 W07,2,21,10,4493,b3025,5,1,2,Incorrect,0.2833333333333333,Class #15
6506684,U14955,2019-02-15,2019-02 W06,2019 W06,2,15,16,87,b87,1,2,2,Correct,0.4166666666666667,Class #10
12315653,U709308,2019-11-16,2019-11 W45,2019 W45,11,16,7,5855,b4387,5,1,1,Correct,1.95,Class #18
10735415,U506743,2019-08-09,2019-08 W31,2019 W31,8,9,10,1727,b1509,3,1,1,Correct,0.4666666666666667,Class #16
3464435,U5614,2019-08-26,2019-08 W34,2019 W34,8,26,11,7869,b5470,7,1,1,Correct,1.1766666666666667,Class #6
11087234,U536355,2019-04-20,2019-04 W15,2019 W15,4,20,12,10636,b7920,6,4,2,Incorrect,0.475,Class #17
5905538,U11782,2019-05-18,2019-05 W19,2019 W19,5,18,12,10747,b7950,6,2,2,Correct,0.4416666666666666,Class #9
10758049,U508681,2019-02-27,2019-02 W08,2019 W08,2,27,6,8740,b6091,5,4,4,Correct,0.7,Class #16
3498582,U5650,2019-08-10,2019-08 W31,2019 W31,8,10,11,2711,b1837,4,1,2,Incorrect,0.1388833333333333,Class #6
8043207,U287158,2019-05-01,2019-05 W17,2019 W17,5,1,4,2256,b1686,3,3,3,Correct,0.4166666666666667,Class #12
12688577,U758416,2019-10-24,2019-10 W42,2019 W42,10,24,9,9958,b7309,5,4,4,Correct,0.3666666666666665,Class #19
11891423,U649747,2019-08-16,2019-08 W32,2019 W32,8,16,13,1994,b1598,3,2,2,Correct,0.3166666666666666,Class #18
6473730,U14721,2019-06-29,2019-06 W25,2019 W25,6,29,16,5775,b4307,5,2,4,Incorrect,0.9166666666666666,Class #10
6825663,U17040,2019-11-09,2019-11 W44,2019 W44,11,9,3,8932,b6283,5,2,2,Correct,0.35,Class #11
12591659,U755973,2019-09-27,2019-09 W38,2019 W38,9,27,16,1364,b1364,2,1,1,Correct,0.3166666666666666,Class #19
414043,U493,2019-09-23,2019-09 W38,2019 W38,9,23,5,7097,b5249,7,3,3,Correct,0.7875,Class #1
12040112,U676105,2019-10-11,2019-10 W40,2019 W40,10,11,14,10941,b7999,6,2,2,Correct,0.8375,Class #18
10973964,U526626,2019-11-12,2019-11 W45,2019 W45,11,12,7,6857,b5191,6,3,3,Correct,0.4958333333333334,Class #16
5007397,U9083,2019-10-09,2019-10 W40,2019 W40,10,9,15,2726,b1842,4,4,4,Correct,0.45,Class #8
11254202,U556098,2019-04-02,2019-04 W13,2019 W13,4,2,10,4833,b3365,5,4,4,Correct,0.55,Class #17
6195880,U12897,2019-08-31,2019-08 W34,2019 W34,8,31,8,9047,b6398,5,2,4,Incorrect,0.1833333333333332,Class #9
518828,U642,2019-07-11,2019-07 W27,2019 W27,7,11,18,7445,b5351,7,1,3,Incorrect,1.18,Class #1
4711995,U8248,2019-10-25,2019-10 W42,2019 W42,10,25,1,10078,b7429,5,3,2,Incorrect,0.55,Class #7
7773176,U273456,2019-06-20,2019-06 W24,2019 W24,6,20,7,10191,b7542,5,3,3,Correct,0.25,Class #12
8433119,U321957,2018-11-11,2018-11 W45,2018 W45,11,11,15,3033,b1945,4,3,3,Correct,0.2666666666666666,Class #13
7714682,U269148,2018-10-25,2018-10 W43,2018 W43,10,25,16,3574,b2125,4,2,2,Correct,0.2277833333333333,Class #12
5521378,U10491,2019-07-23,2019-07 W29,2019 W29,7,23,3,6634,b5105,6,1,1,Correct,0.6291666666666667,Class #8
9647217,U404725,2019-01-27,2019-01 W03,2019 W03,1,27,1,4188,b2720,5,1,4,Incorrect,0.3666666666666665,Class #14
6773228,U16631,2019-10-04,2019-10 W39,2019 W39,10,4,12,8735,b6086,5,2,1,Incorrect,0.3833333333333333,Class #10
10068883,U441877,2019-02-12,2019-02 W06,2019 W06,2,12,14,574,b574,2,1,1,Correct,0.3,Class #15
9386316,U389136,2019-01-18,2019-01 W02,2019 W02,1,18,23,6444,b4976,5,2,2,Correct,0.3833333333333333,Class #14
5904525,U11778,2019-11-01,2019-11 W43,2019 W43,11,1,5,6282,b4814,5,2,2,Correct,0.2,Class #9
5490067,U10411,2018-10-05,2018-10 W40,2018 W40,10,5,11,2677,b1826,4,1,1,Correct,0.6722166666666667,Class #8
2146646,U3028,2019-09-17,2019-09 W37,2019 W37,9,17,7,3221,b2007,4,4,4,Correct,0.3833333333333333,Class #4
4869476,U8693,2019-05-30,2019-05 W21,2019 W21,5,30,4,1805,b1535,3,4,4,Correct,0.4833333333333333,Class #8
8908075,U357089,2018-12-19,2018-12 W51,2018 W51,12,19,2,5091,b3623,5,2,2,Correct,0.1666666666666666,Class #13
10763485,U509542,2019-03-10,2019-03 W09,2019 W09,3,10,2,1968,b1590,3,2,2,Correct,0.3777833333333333,Class #16
3586219,U5848,2019-05-15,2019-05 W19,2019 W19,5,15,17,11631,b8491,6,3,4,Incorrect,0.7208333333333333,Class #6
5157751,U9582,2019-11-10,2019-11 W44,2019 W44,11,10,4,8946,b6297,5,4,4,Correct,0.2333333333333333,Class #8
5033787,U9179,2019-09-06,2019-09 W35,2019 W35,9,6,7,4590,b3122,5,2,2,Correct,0.0666666666666666,Class #8
6222499,U13070,2019-09-16,2019-09 W37,2019 W37,9,16,12,1228,b1228,2,1,1,Correct,0.1833333333333332,Class #10
10400639,U477161,2019-05-12,2019-05 W18,2019 W18,5,12,16,447,b447,2,2,1,Incorrect,0.2666666666666666,Class #16
11318036,U563349,2019-04-19,2019-04 W15,2019 W15,4,19,7,6092,b4624,5,3,3,Correct,0.2166666666666666,Class #17
7635624,U264670,2018-11-14,2018-11 W46,2018 W46,11,14,7,6710,b5124,6,3,3,Correct,0.525,Class #12
9892324,U421914,2019-03-15,2019-03 W10,2019 W10,3,15,7,3985,b2517,5,4,4,Correct,0.1666666666666666,Class #15
1010691,U1279,2019-06-22,2019-06 W24,2019 W24,6,22,7,2170,b1657,3,1,1,Correct,0.4388833333333333,Class #2
9914846,U423139,2019-03-09,2019-03 W09,2019 W09,3,9,5,751,b751,2,1,1,Correct,0.4166666666666667,Class #15
5920618,U11796,2019-11-04,2019-11 W44,2019 W44,11,4,1,10879,b7983,6,1,2,Incorrect,0.3291666666666666,Class #9
1715335,U2243,2019-10-14,2019-10 W41,2019 W41,10,14,11,11609,b8485,6,4,4,Correct,0.4208333333333333,Class #3
3367210,U5480,2019-10-07,2019-10 W40,2019 W40,10,7,19,5336,b3868,5,2,2,Correct,0.3333333333333333,Class #5
3709630,U6289,2019-10-16,2019-10 W41,2019 W41,10,16,20,462,b462,2,1,2,Incorrect,0.7166666666666667,Class #6
11697521,U613416,2019-07-08,2019-07 W27,2019 W27,7,8,5,17260,b11497,5,2,2,Correct,0.2166666666666666,Class #18
7913351,U281064,2018-10-24,2018-10 W43,2018 W43,10,24,11,523,b523,2,3,3,Correct,0.3666666666666665,Class #12
12385317,U745927,2019-11-04,2019-11 W44,2019 W44,11,4,21,9564,b6915,5,2,3,Incorrect,0.4166666666666667,Class #19
2717700,U3976,2019-07-22,2019-07 W29,2019 W29,7,22,1,5104,b3636,5,3,4,Incorrect,0.35,Class #4
6125970,U12549,2019-01-25,2019-01 W03,2019 W03,1,25,6,6910,b5204,6,3,3,Correct,0.5083333333333333,Class #9
4606904,U7939,2019-11-12,2019-11 W45,2019 W45,11,12,18,17119,b11356,5,3,4,Incorrect,0.0166666666666666,Class #7
12320828,U719069,2019-10-02,2019-10 W39,2019 W39,10,2,11,473,b473,2,3,2,Incorrect,0.35,Class #18
207262,U304,2019-06-17,2019-06 W24,2019 W24,6,17,8,3436,b2079,4,3,3,Correct,0.4666666666666667,Class #1
6671445,U15783,2019-02-07,2019-02 W05,2019 W05,2,7,15,3933,b2465,5,2,2,Correct,0.0333333333333333,Class #10
2613150,U3794,2019-08-29,2019-08 W34,2019 W34,8,29,15,3303,b2035,4,4,4,Correct,0.3722166666666665,Class #4
12234329,U687846,2019-10-18,2019-10 W41,2019 W41,10,18,11,9801,b7152,5,4,4,Correct,1.65,Class #18
2995711,U4544,2019-01-15,2019-01 W02,2019 W02,1,15,12,4495,b3027,5,1,1,Correct,0.5333333333333333,Class #5
9134129,U374809,2019-01-24,2019-01 W03,2019 W03,1,24,13,10616,b7915,6,2,2,Correct,0.4375,Class #14
3253314,U5208,2019-08-09,2019-08 W31,2019 W31,8,9,15,3999,b2531,5,4,3,Incorrect,0.6166666666666667,Class #5
8310449,U311767,2019-02-13,2019-02 W06,2019 W06,2,13,12,6779,b5171,6,1,1,Correct,0.7916666666666666,Class #13
1036233,U1311,2019-07-20,2019-07 W28,2019 W28,7,20,3,6154,b4686,5,4,4,Correct,0.3333333333333333,Class #2
7559430,U261212,2018-10-24,2018-10 W43,2018 W43,10,24,12,4328,b2860,5,1,1,Correct,0.5,Class #12
4228683,U7413,2019-08-08,2019-08 W31,2019 W31,8,8,13,3523,b2108,4,1,1,Correct,0.2944333333333333,Class #7
10141799,U448994,2019-11-19,2019-11 W46,2019 W46,11,19,20,1116,b1116,2,1,1,Correct,0.3333333333333333,Class #15
3699722,U6223,2019-07-22,2019-07 W29,2019 W29,7,22,1,3956,b2488,5,4,1,Incorrect,0.55,Class #6
1265602,U1523,2019-02-07,2019-02 W05,2019 W05,2,7,16,712,b712,2,3,3,Correct,0.2666666666666666,Class #2
5684118,U11011,2019-10-20,2019-10 W41,2019 W41,10,20,9,8618,b5969,5,3,4,Incorrect,0.5166666666666667,Class #9
385768,U470,2019-08-09,2019-08 W31,2019 W31,8,9,22,1008,b1008,2,2,3,Incorrect,0.25,Class #1
11944508,U662764,2019-10-26,2019-10 W42,2019 W42,10,26,17,4344,b2876,5,3,3,Correct,0.5,Class #18
8037608,U287059,2018-12-02,2018-12 W48,2018 W48,12,2,5,263,b263,2,1,2,Incorrect,0.2833333333333333,Class #12
5030277,U9173,2019-08-11,2019-08 W31,2019 W31,8,11,1,1201,b1201,2,2,3,Incorrect,0.3166666666666666,Class #8
11881287,U646825,2019-07-07,2019-07 W26,2019 W26,7,7,10,5627,b4159,5,3,4,Incorrect,0.45,Class #18
6475005,U14798,2019-11-26,2019-11 W47,2019 W47,11,26,0,1724,b1508,3,3,3,Correct,0.34445,Class #10
4863236,U8660,2019-07-10,2019-07 W27,2019 W27,7,10,7,188,b188,1,4,3,Incorrect,0.4,Class #8
2975007,U4489,2019-05-08,2019-05 W18,2019 W18,5,8,3,11682,b8503,6,4,4,Correct,0.4958333333333334,Class #5
3960265,U6897,2019-10-23,2019-10 W42,2019 W42,10,23,14,18038,b12101,2,2,3,Incorrect,0.3,Class #6
1226244,U1479,2019-08-16,2019-08 W32,2019 W32,8,16,12,10957,b8010,1,4,4,Correct,0.4666666666666667,Class #2
5917132,U11785,2019-10-04,2019-10 W39,2019 W39,10,4,7,1515,b1439,3,4,4,Correct,0.3833333333333333,Class #9
9279022,U383479,2019-05-05,2019-05 W17,2019 W17,5,5,14,4286,b2818,5,2,1,Incorrect,0.1166666666666666,Class #14
11041882,U533241,2019-04-15,2019-04 W15,2019 W15,4,15,11,7700,b5422,7,2,2,Correct,0.15555,Class #17
11595345,U596450,2019-08-01,2019-08 W30,2019 W30,8,1,16,4729,b3261,5,3,3,Correct,0.25,Class #17
12281833,U692169,2019-08-08,2019-08 W31,2019 W31,8,8,5,3277,b2026,4,3,3,Correct,0.6222166666666666,Class #18
11642740,U603660,2019-07-01,2019-07 W26,2019 W26,7,1,10,10642,b7922,6,2,2,Correct,0.25,Class #18
11678262,U612335,2019-06-24,2019-06 W25,2019 W25,6,24,22,9638,b6989,5,4,2,Incorrect,0.4333333333333333,Class #18
11571173,U591787,2019-05-23,2019-05 W20,2019 W20,5,23,14,808,b808,2,1,1,Correct,0.2666666666666666,Class #17
11992647,U674282,2019-10-06,2019-10 W39,2019 W39,10,6,10,6578,b5091,6,1,1,Correct,0.6458333333333334,Class #18
12184443,U683165,2019-10-26,2019-10 W42,2019 W42,10,26,5,3460,b2087,4,3,3,Correct,0.4611166666666667,Class #18
9191896,U379050,2019-03-13,2019-03 W10,2019 W10,3,13,7,4110,b2642,5,2,1,Incorrect,0.4,Class #14
5573118,U10690,2019-08-08,2019-08 W31,2019 W31,8,8,4,5258,b3790,5,3,4,Incorrect,0.4833333333333333,Class #9
6599215,U15357,2019-08-24,2019-08 W33,2019 W33,8,24,6,6579,b5091,6,4,4,Correct,1.0458333333333334,Class #10
